666,5,13494.76449438196,12989.28674005068,1.0389149738894214
570,5,21127.342611093129,11733.603905539769,1.8005842690086298
474,7,21236.052736102654,8719.4281653564758,2.4354868614522798
492,8,4791.2946414057369,8293.2549479715653,0.57773391406200925
564,5,23502.801859045219,11101.043512740003,2.11717050132021
606,5,15910.668165007199,12466.07407757578,1.2763174730068083
318,4,16823.340112530361,7720.312761854093,2.1791008514129295
612,4,8397.4395571949863,12920.504152107807,0.64993126106654719
180,8,33505.007446588832,4495.1844713887231,7.4535333666157504
762,6,15527.926016283231,13185.210383743446,1.1776775314429726
